Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v4.0 Base Score,CVSS v4.0 Base+Threat Score,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,EPSS Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"19506","","","None","192.168.1.127","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - The ping round trip time 
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 10.8.3
Nessus build : 20010
Plugin feed version : 202503251052
Scanner edition used : Nessus Home
Scanner OS : DARWIN
Scanner distribution : macosx
Scan type : Normal
Scan name : My Basic Network Scan
Scan policy used : Basic Network Scan
Scanner IP : 192.168.1.127
Ping RTT : Unavailable
Thorough tests : no
Experimental tests : no
Scan for Unpatched Vulnerabilities : no
Plugin debugging enabled : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : no
Credentialed checks : yes (on the localhost)
Attempt Least Privilege : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin did not launch)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 30
Max checks : 4
Recv timeout : 5
Backports : None
Allow post-scan editing : Yes
Nessus Plugin Signature Checking : Enabled
Audit File Signature Checking : Disabled
Scan Start Date : 2025/3/25 17:37 EDT (UTC -04:00)
Scan duration : 365 sec
Scan for malware : no
","","","","","","","","","None","","","","2005/08/26","2024/12/31","","",""
"21643","","","None","192.168.1.127","tcp","8834","SSL Cipher Suites Supported","The remote service encrypts communications using SSL.","This plugin detects which SSL ciphers are supported by the remote
service for encrypting communications.","n/a","https://www.openssl.org/docs/man1.0.2/man1/ciphers.html
http://www.nessus.org/u?e17ffced","
Here is the list of SSL ciphers supported by the remote server :
Each group is reported per SSL Version.

SSL Version : TLSv13
  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    TLS_AES_128_GCM_SHA256        0x13, 0x01       -             -        AES-GCM(128)           AEAD
    TLS_AES_256_GCM_SHA384        0x13, 0x02       -             -        AES-GCM(256)           AEAD
    TLS_CHACHA20_POLY1305_SHA256  0x13, 0x03       -             -        ChaCha20-Poly1305(256) AEAD


SSL Version : TLSv12
  High Strength Ciphers (>= 112-bit key)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    ECDHE-RSA-AES128-SHA256       0xC0, 0x2F       ECDH          RSA      AES-GCM(128)           SHA256
    ECDHE-RSA-AES256-SHA384       0xC0, 0x30       ECDH          RSA      AES-GCM(256)           SHA384

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
","","","","","","","","","None","","","","2006/06/05","2024/09/11","","",""
"22869","","","None","192.168.1.127","tcp","0","Software Enumeration (SSH)","It was possible to enumerate installed software on the remote host via
SSH.","Nessus was able to list the software installed on the remote host by
calling the appropriate command (e.g., 'rpm -qa' on RPM-based Linux
distributions, qpkg, dpkg, etc.).","Remove any software that is not in compliance with your organization's
acceptable use and security policies.","","
Here is the list of packages installed on the remote Mac OS X system :

  App Store 3.0
  Automator 2.10
  Books 7.2
  Calculator 11.0
  Calendar 15.0
  Chess 3.18
  Clock 1.1
  Contacts 14.0
  Dictionary 2.3.0
  FaceTime 36
  Find My 4.0
  Font Book 11.0
  Freeform 3.3
  Home 9.0
  Image Capture 8.0
  Image Playground 1.0
  Launchpad 1.0
  Mail 16.0
  Maps 3.0
  Messages 14.0
  Mission Control 1.2
  Music 1.5.2
  TextEdit 1.20
  Time Machine 1.3
  Tips 15.3
  Activity Monitor 10.14
  AirPort Utility 6.3.9
  Audio MIDI Setup 3.6
  Bluetooth File Exchange 9.0
  Boot Camp Assistant 6.1.0
  ColorSync Utility 12.1.0
  Console 1.1
  Digital Color Meter 5.26
  Disk Utility 22.7
  Grapher 2.7
  Migration Assistant 15.3
  Print Center 1.0
  Screen Sharing 5.2
  Screenshot 1.0
  Script Editor 2.11
  System Information 11.0
  Terminal 2.14
  VoiceOver Utility 10
  Voice Memos 3.1
  Weather 5.0
  iPhone Mirroring 1.2
  About This Mac 1.0
  Archive Utility 10.15
  DVD Player 6.0
  Desk View 2.0
  Directory Utility 6.4
  Expansion Slot Utility 2.0
  Feedback Assistant 5.1
  Folder Actions Setup 1.2
  Keychain Access 11.0
  Ticket Viewer 4.1
  Wireless Diagnostics 11.0
  iOS App Installer 1.0
  Finder 15.3
  AirDrop 15.3
  Computer 15.3
  Network 15.3
  Recents 15.3
  iCloud Drive 15.3
  News 10.2.1
  Notes 4.11
  Passwords 1.3.1
  Photo Booth 13.1
  Photos 10.0
  Podcasts 1.1.0
  Preview 11.0
  QuickTime Player 10.5
  Reminders 7.0
  Shortcuts 7.0
  Siri 1.0
  Stickies 10.3
  Stocks 7.1.1
  System Settings 15.0
  TV 1.5.2
  MTLReplayer 303.2
  ManagedClient 17.0
  MediaMLPluginApp 1.0
  Memory Slot Utility 1.5.3
  Music Recognition 1.0
  NetAuthAgent 6.2
  Notification Center 1.0
  NowPlayingTouchUI 1.0
  OBEXAgent 9.0
  ODSAgent 1.9
  OSDUIHelper 1.0
  PIPAgent 1.0
  Paired Devices 6.4.0
  Pass Viewer 1.0
  PeopleMessageService 1.0
  Contacts 1.0
  PowerChime 1.0
  PreviewShell 16.0
  Pro Display Calibrator 210.21
  Problem Reporter 10.13
  Profile Installer 1.0
  RapportUIAgent 6.4.0
  RegisterPluginIMApp 26.200
  ARDAgent 3.9.8
  Remote Desktop Message 3.9.8
  SSMenuAgent 3.9.8
  Rosetta 2 Updater 1.0
  Screen Time 3.0
  ScreenSaverEngine 5.0
  Script Menu 1
  ScriptMonitor 1.0.1
  Setup Assistant 10.10
  ShortcutDroplet 1.0
  Shortcuts Events 1.0
  Siri 3403.4.1.14.2
  Software Update 6
  SpacesTouchBarAgent 1.0
  Spotlight 1.0
  StageManagerOnboarding 1.0
  System Events 1.3.6
  SystemUIServer 1.7
  TextInputMenuAgent 1.0
  TextInputSwitcher 1.1
  ThermalTrap 1.0
  TMHelperAgent 13
  Tips 1.0
  UIKitSystem 1.0
  UniversalAccessControl 7.0
  Universal Control 1.0
  UnmountAssistantAgent 5.0
  UserNotificationCenter 82
  VoiceOver 10
  Wallpaper 1.0
  Watch Face Help 1.0
  WiFiAgent 17.0
  WidgetKit Simulator 1.0
  WindowManager 278.2.7
  WindowManagerShowDesktopEducation 1.0
  WorkoutAlert-Mac 1.0
  iCloud+ 1.0
  iCloud 1.0
  loginwindow 9.0
  rcd 362
  screencaptureui 1.0
  AOSUIPrefPaneLauncher 1.0
  AVB Configuration 1320.3
  AddPrinter 607
  AddressBookUrlForwarder 14.0
  AirPlayUIAgent 2.0
  AirPort Base Station Agent 2.2.1
  AppleScript Utility 1.1.2
  AskToMessagesHost 1.0
  Automator Application Stub 1.3
  Automator Installer 2.10
  Batteries 1.0
  Bluetooth Setup Assistant 9.0
  BluetoothUIServer 9.0
  BluetoothUIService 1.0
  CalendarFileHandler 8.0
  Captive Network Assistant 5.0
  Certificate Assistant 5.0
  Control Center 1.0
  ControlStrip 1.0
  CoreLocationAgent 2956.0.6
  CoreServicesUIAgent 369
  Coverage Details 1.0
  Database Events 1.0.6
  Diagnostics Reporter 1.0
  DiscHelper 1.0
  DiskImageMounter 1.0
  Dock 1.8
  Dwell Control 1.0
  Enhanced Logging 1.0
  Erase Assistant 1.0
  EscrowSecurityAlert 1.0
  Family 1.0
  FileProvider-Feedback 1.0
  FolderActionsDispatcher 1.0
  Game Center 1.0
  IOUIAgent 1.0
  Image Events 1.1.6
  Install Command Line Developer Tools 2409
  Install in Progress 3.0
  Installer Progress 1.0
  Installer 6.2.0
  JavaLauncher 325
  KeyboardAccessAgent 10
  KeyboardSetupAssistant 1.0
  Keychain Circle Notification 1.0
  Language Chooser 1.0
  ClassroomStudentMenuExtra 1.0
  STMUIHelper 1.0
  LinkedNotesUIService 1.0
  Calibration Assistant 1.0
  AutoFillPanelService 1.0
  AutomationModeUI 1.0
  iCloud Drive 1.0
  AXVisualSupportAgent 1.0
  Accessibility Tutorial 1.0
  DFRHUD 1.0
  universalAccessAuthWarn 1.0
  iCloudUserNotificationsd 1.0
  AOSAlertManager 1.07
  AOSHeartbeat 1.07
  AOSPushRelay 1.07
  identityservicesd 10.0
  IDSRemoteURLConnectionAgent 10.0
  imagent 10.0
  BackgroundTaskManagementAgent 1.0
  CIMFindInputCodeTool 104
  Conflict Resolver 8.1
  nbagent 1.0
  FindMyMacMessenger 4.1
  IMAutomaticHistoryDeletionAgent 10.0
  IMTransferAgent 10.0
  Live Captions 1.0
  LiveSpeech 1.0
  eaptlstrust 13.0
  FeedbackRemoteView 1.0
  ScreenReaderUIServer 10
  VoiceOver Quickstart 10
  Speech Downloader 9.0.72
  SpeechRecognitionServer 9.0.72
  DiskImages UI Agent 665.80.2
  UASharedPasteboardProgressUI 54.1
  privatecloudcomputed 2230.18
  sociallayerd 1.0
  SoftwareUpdateNotificationManager 1.0
  FollowUpUI 1.0
  AskPermissionUI 1.0
  Build Web Page 10.1
  MakePDF 10.1
  AirScanScanner 18
  50onPaletteServer 1.1.0
  AinuIM 1.0
  Assistive Control 2.0
  CharacterPalette 2.0.1
  Dictation 6.2.7.2
  EmojiFunctionRowIM 1.0
  JapaneseIM-KanaTyping 6.3
  JapaneseIM-RomajiTyping 6.3
  KoreanIM 1.0
  PluginIM 26.200
  PressAndHold 1.0
  SCIM 104
  TCIM 104
  TYIM 104
  TamilIM 1.6
  TrackpadIM 1.0
  TransliterationIM 1.0
  VietnameseIM 1.0
  storeuid 1.0
  ParentalControls 4.1
  AppSSOAgent 1.0
  KerberosMenuExtra 1.0
  AMSEngagementViewService 1.0
  AquaAppearanceHelper 1.0
  syncuid 8.1
  AccessibilityVisualsAgent 1.0
  qlmanage 1.0
  quicklookd 5.0
  FontRegistryUIAgent 81.0
  Quick Look Simulator 1.0
  QuickLookUIHelper 5.0
  SmartCard Pairing 1.0
  System Speech 9.2.22
  SyncServer 8.1
  CinematicFramingOnboardingUI 1.0
  ContinuityCaptureOnboardingUI 1.0
  AddressBookSync 14.0
  ABAssistantService 14.0
  AddressBookManager 14.0
  AddressBookSourceSync 14.0
  Wish 8.5.9
  AppleSpell 2.4
  ChineseTextConverterService 2.1
  OpenSpell 1.0
  SpeechService 9.2.22
  Spotlight 3.0
  Summary Service 2.0
  Display Calibrator 4.19
  Error: Running (homebrew managed)
","","","","","","","","","None","","IAVT:0001-T-0502","","2006/10/15","2025/01/13","","",""
"22964","","","None","192.168.1.127","tcp","5000","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"22964","","","None","192.168.1.127","tcp","7000","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port.","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"22964","","","None","192.168.1.127","tcp","8834","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1.2 server answered on this port.
","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"22964","","","None","192.168.1.127","tcp","8834","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port through TLSv1.2.","","","","","","","","","None","","","","2007/08/19","2024/03/26","","",""
"24260","","","None","192.168.1.127","tcp","5000","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 403 Forbidden

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Content-Length: 0
  Server: AirTunes/845.5.1
  X-Apple-ProcessingTime: 0
  X-Apple-RequestReceivedTimestamp: 26370529
  
Response Body :

","","","","","","","","","None","","","","2007/01/30","2024/02/26","","",""
"24260","","","None","192.168.1.127","tcp","7000","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 403 Forbidden

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Content-Length: 0
  Server: AirTunes/845.5.1
  X-Apple-ProcessingTime: 0
  X-Apple-RequestReceivedTimestamp: 26378604
  
Response Body :

","","","","","","","","","None","","","","2007/01/30","2024/02/26","","",""
"24260","","","None","192.168.1.127","tcp","8834","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : yes
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Cache-Control: must-revalidate
  X-Frame-Options: DENY
  Content-Type: text/html
  ETag: 33b83969ea564df02878548c8e223d6f
  Connection: close
  X-XSS-Protection: 1; mode=block
  Server: NessusWWW
  Date: Tue, 25 Mar 2025 21:40:23 GMT
  X-Content-Type-Options: nosniff
  Content-Length: 1217
  Content-Security-Policy: upgrade-insecure-requests; block-all-mixed-content; form-action 'self'; frame-ancestors 'none'; frame-src https://store.tenable.com; default-src 'self'; connect-src 'self' www.tenable.com; script-src 'self' www.tenable.com; img-src 'self' data:; style-src 'self' www.tenable.com; object-src 'none'; base-uri 'self';
  Strict-Transport-Security: max-age=31536000
  Expect-CT: max-age=0
  
Response Body :

<!doctype html>
<html lang=""en"">
    <head>
        <meta http-equiv=""X-UA-Compatible"" content=""IE=edge,chrome=1"" />
        <meta http-equiv=""Content-Security-Policy"" content=""upgrade-insecure-requests; block-all-mixed-content; form-action 'self'; frame-src https://store.tenable.com; default-src 'self'; connect-src 'self' www.tenable.com; script-src 'self' www.tenable.com; img-src 'self' data:; style-src 'self' www.tenable.com; object-src 'none'; base-uri 'self';"" />
        <meta name=""viewport"" content=""width=device-width, initial-scale=1"">
        <meta charset=""utf-8"" />
        <title>Nessus</title>
        <link rel=""stylesheet"" href=""nessus6.css?v=1725650918429"" id=""theme-link"" />
        <link rel=""stylesheet"" href=""tenable_links.css?v=ac05d80f1e3731b79d12103cdf9367fc"" />
        <link rel=""stylesheet"" href=""wizard_templates.css?v=b5a92dc668a0363b1ad1778b8ea10911"" />
        <!--[if lt IE 11]>
            <script>
                window.location = '/unsupported6.html';
            </script>
        <![endif]-->
        <script src=""nessus6.js?v=1725650918429""></script>
        <script src=""pendo-client.js""></script>
        <!--Resource-Script-->
    </head>
    <body>
    </body>
</html>
","","","","","","","","","None","","","","2007/01/30","2024/02/26","","",""
"25202","","","None","192.168.1.127","tcp","0","Enumerate IPv6 Interfaces via SSH","Nessus was able to enumerate the IPv6 interfaces on the remote host.","Nessus was able to enumerate the network interfaces configured with
IPv6 addresses by connecting to the remote host via SSH using the
supplied credentials.","Disable IPv6 if you are not actually using it. Otherwise, disable any
unused IPv6 interfaces.","","
The following IPv6 interfaces are set on the remote host :

 - ::1 (on interface lo0)
 - fe80::1 (on interface lo0)
 - fe80::10b0:da31:6c47:46db (on interface en0)
 - fd11:64b2:a026:0:c3c:a71e:72e2:b9f7 (on interface en0)
 - fe80::cfd:f785:a000:2bb5 (on interface en1)
 - fd11:64b2:a026:0:e8:1be9:906a:2739 (on interface en1)
 - fe80::a093:3cff:fef9:cc57 (on interface awdl0)
 - fe80::a093:3cff:fef9:cc57 (on interface llw0)
 - fe80::c9d1:a095:a61b:9cba (on interface utun0)
 - fe80::5675:cc7c:aa9a:a7ac (on interface utun2)
 - fe80::ce81:b1c:bd2c:69e (on interface utun3)
 - fe80::40d3:65b1:2f91:52a0 (on interface utun1)
 - fe80::2367:cef0:60aa:7ede (on interface utun4)
 - fe80::c6fa:fb6b:b13c:4652 (on interface utun5)
","","","","","","","","","None","","","","2007/05/11","2024/11/20","","",""
"25203","","","None","192.168.1.127","tcp","0","Enumerate IPv4 Interfaces via SSH","Nessus was able to enumerate the IPv4 interfaces on the remote host.","Nessus was able to enumerate the network interfaces configured with
IPv4 addresses by connecting to the remote host via SSH using the
supplied credentials.","Disable any unused IPv4 interfaces.","","
The following IPv4 addresses are set on the remote host :

 - 127.0.0.1 (on interface lo0)
 - 192.168.1.127 (on interface en0)
 - 192.168.1.219 (on interface en1)
","","","","","","","","","None","","","","2007/05/11","2024/11/20","","",""
"33276","","","None","192.168.1.127","tcp","0","Enumerate MAC Addresses via SSH","Nessus was able to enumerate MAC addresses on the remote host.","Nessus was able to enumerate MAC addresses by connecting to the remote
host via SSH with the supplied credentials.","Disable any unused interfaces.","","
The following MAC addresses exist on the remote host :

  - 5c:1b:f4:90:1f:29 (interface en0)
  - fe:5b:17:81:7f:ea (interface anpi0)
  - fe:5b:17:81:7f:cb (interface en5)
  - fe:5b:17:81:7f:ca (interface en4)
  - 36:34:fb:79:e2:40 (interfaces en2 & bridge0)
  - 72:a7:df:53:d3:41 (interface en1)
  - 0a:10:eb:fe:3d:65 (interface ap1)
  - fe:5b:17:81:7f:eb (interface anpi1)
  - 36:34:fb:79:e2:44 (interface en3)
  - a2:93:3c:f9:cc:57 (interfaces awdl0 & llw0)
","","","","","","","","","None","","","","2008/06/30","2022/12/20","","",""
"35716","","","None","192.168.1.127","tcp","0","Ethernet Card Manufacturer Detection","The manufacturer can be identified from the Ethernet OUI.","Each ethernet MAC address starts with a 24-bit Organizationally 
Unique Identifier (OUI). These OUIs are registered by IEEE.","n/a","https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4","
The following card manufacturers were identified :

5C:1B:F4:90:1F:29 : Apple, Inc.
","","","","","","","","","None","","","","2009/02/19","2020/05/13","","",""
"42822","","","None","192.168.1.127","tcp","8834","Strict Transport Security (STS) Detection","The remote web server implements Strict Transport Security.","The remote web server implements Strict Transport Security (STS).
The goal of STS is to make sure that a user does not accidentally
downgrade the security of his or her browser.

All unencrypted HTTP connections are redirected to HTTPS.  The browser
is expected to treat all cookies as 'secure' and to close the
connection in the event of potentially insecure situations.","n/a","http://www.nessus.org/u?2fb3aca6","
The STS header line is :

Strict-Transport-Security: max-age=31536000
","","","","","","","","","None","","","","2009/11/16","2019/11/22","","",""
"45590","","","None","192.168.1.127","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
The remote operating system matched the following CPE : 

  cpe:/o:apple:mac_os_x:15.3.2 -> Apple Mac OS X

Following application CPE's matched on the remote system : 

  cpe:/a:apache:http_server:2.4.62 -> Apache Software Foundation Apache HTTP Server
  cpe:/a:apple:keynote:14.3 -> Apple Keynote
  cpe:/a:apple:pages:14.3 -> Apple Pages
  cpe:/a:apple:safari:18.3.1 -> Apple Safari
  cpe:/a:google:chrome:134.0.6998.119 -> Google Chrome
  cpe:/a:mozilla:firefox:133.0.3 -> Mozilla Firefox
  cpe:/a:mozilla:firefox:133.0.3.. -> Mozilla Firefox
  cpe:/a:ruby-lang:ruby:2.6.10 -> Ruby-lang Ruby
  cpe:/a:tenable:nessus -> Tenable Nessus
  cpe:/a:tenable:nessus:10.8.3 -> Tenable Nessus
  x-cpe:/a:apple:xprotect:5290
  x-cpe:/a:facebook:osquery:5.16.0
","","","","","","","","","None","","","","2010/04/21","2025/03/13","","",""
"51192","","6.4","Medium","192.168.1.127","tcp","8834","SSL Certificate Cannot Be Trusted","The SSL certificate for this service cannot be trusted.","The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.","Purchase or generate a proper SSL certificate for this service.","https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : O=Nessus Users United/OU=Nessus Server/L=New York/C=US/ST=NY/CN=steves-Mac-mini.lan
|-Issuer  : O=Nessus Users United/OU=Nessus Certification Authority/L=New York/C=US/ST=NY/CN=Nessus Certification Authority
","","","","6.5","","","","","Medium","","","","2010/12/15","2020/04/27","","",""
"54615","","","None","192.168.1.127","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 100
","","","","","","","","","None","","","","2011/05/23","2025/03/12","","",""
"55417","","","None","192.168.1.127","tcp","0","Firefox Installed (Mac OS X)","The remote Mac OS X host contains a web browser.","Mozilla Firefox is installed on the remote Mac OS X host.","n/a","https://www.mozilla.org/en-US/firefox/new/","
  Path    : /Applications/Firefox.app
  Version : 133.0.3
","","","","","","","","","None","","IAVT:0001-T-0510","","2011/06/24","2024/10/16","","",""
"55472","","","None","192.168.1.127","tcp","0","Device Hostname","It was possible to determine the remote system hostname.","This plugin reports a device's hostname collected via SSH or WMI.","n/a","","
  Hostname : steves-Mac-mini.lan
    steves-Mac-mini (LocalHostName)
    steves-Mac-mini.lan (hostname command)
    steve’s Mac mini (ComputerName)","","","","","","","","","None","","","","2011/06/30","2025/03/11","","",""
"56468","","","None","192.168.1.127","tcp","0","Time of Last System Startup","The system has been started.","Using the supplied credentials, Nessus was able to determine when the
host was last started.","n/a","","
  reboot time                                Tue Mar 25 07:21
  reboot time                                Mon Mar 17 21:57
  shutdown time                              Mon Mar 17 21:55
  reboot time                                Tue Mar 11 00:18
  shutdown time                              Tue Mar 11 00:18
  reboot time                                Mon Mar 10 22:39
  shutdown time                              Mon Mar 10 22:22
  reboot time                                Tue Feb 18 14:55
  shutdown time                              Tue Feb 18 14:53
  reboot time                                Sat Feb  8 01:58
  reboot time                                Fri Feb  7 07:16
  shutdown time                              Fri Feb  7 07:14
  reboot time                                Mon Feb  3 21:31
  shutdown time                              Sun Feb  2 21:17
  reboot time                                Sat Feb  1 12:01
  reboot time                                Fri Jan 31 21:11
  shutdown time                              Mon Jan 27 13:22
  reboot time                                Mon Jan 20 23:17
  shutdown time                              Mon Jan 20 21:47
  reboot time                                Mon Jan 20 20:36
  shutdown time                              Mon Jan 20 19:49
  reboot time                                Mon Jan 20 19:29
  shutdown time                              Mon Jan 20 19:21
  reboot time                                Mon Jan 20 17:51
  reboot time                                Mon Jan 20 14:45
  reboot time                                Tue Jan 14 21:11
  reboot time                                Mon Jan 13 21:38
  reboot time                                Mon Jan 13 17:37
  reboot time                                Wed Jan  8 11:37
  reboot time                                Sat Jan  4 13:55
  reboot time                                Wed Jan  1 21:07
  reboot time                                Tue Dec 24 14:33
  shutdown time                              Tue Dec 24 14:31
  reboot time                                Tue Dec 24 12:57
  reboot time                                Sat Dec 21 14:30
  reboot time                                Sat Dec 21 14:03
  shutdown time                              Sat Dec 21 14:03
  reboot time                                Sat Dec 21 10:17
  reboot time                                Mon Nov 25 01:41
  shutdown time                              Mon Nov 25 01:38
  reboot time                                Sun Nov 24 12:45
  reboot time                                Mon Nov 18 17:49
  reboot time                                Thu Oct 31 09:08
  reboot time                                Thu Oct 24 15:01
  shutdown time                              Tue Oct 15 07:50
  reboot time                                Sat Oct 12 09:13
  
  wtmp begins Sat Oct 12 09:13:26 EDT 2024","","","","","","","","","None","","","","2011/10/12","2018/06/19","","",""
"56567","","","None","192.168.1.127","tcp","0","Mac OS X XProtect Detection","The remote Mac OS X host has an antivirus application installed on
it.","The remote Mac OS X host includes XProtect, an antivirus / anti-
malware application from Apple included with recent releases of Snow
Leopard (10.6) and later.  It is used to scan files that have been
downloaded from the Internet by browsers and other tools. 

Note that this plugin only gathers information about the application
and does not, by itself, perform any security checks or issue a
report.","n/a","https://en.wikipedia.org/wiki/Xprotect","
  Path    : /Library/Apple/System/Library/CoreServices/XProtect.bundle
  Version : 5290
","","","","","","","","","None","","","","2011/10/20","2023/11/27","","",""
"56584","","10.0","Critical","192.168.1.127","tcp","445","Mozilla Foundation Unsupported Application Detection (macOS)","The remote host contains one or more unsupported applications from the
Mozilla Foundation.","According to its version, there is at least one unsupported Mozilla
application (Firefox and/or Thunderbird) installed on the remote host.
This version of the software is no longer actively maintained.

Lack of support implies that no new security patches for the product
will be released by the vendor. As a result, it is likely to contain
security vulnerabilities.","Upgrade to a version that is currently supported.","https://www.mozilla.org/en-US/firefox/organizations/faq/
https://www.mozilla.org/en-US/security/known-vulnerabilities/
https://www.mozilla.org/en-US/firefox/new/
https://www.mozilla.org/en-US/thunderbird/","
  Product           : Mozilla Firefox
  Path              : /Applications/Firefox.app
  Installed version : 133.0.3
  Latest version    : 136.0.0
  EOL URL           : https://www.mozilla.org/en-US/firefox/releases/
","","","","10.0","","","","","Critical","","IAVA:0001-A-0565","","2011/10/21","2024/12/30","","",""
"56984","","","None","192.168.1.127","tcp","8834","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports TLSv1.3/TLSv1.2.
","","","","","","","","","None","","","","2011/12/01","2023/07/10","","",""
